NODE_ID,STATE_NAME,NEM_REGION,NEM_ZONE,VOLTAGE_KV,RRN,PROP_REG_D,LATITUDE,LONGITUDE
155,Queensland,QLD1,NQ,132,0,0.001027868767168536,-16.5308525,145.4577345
156,Queensland,QLD1,NQ,132,0,0.004727176735674273,-16.850199,145.646495
157,Tasmania,TAS1,TAS,110,0,0.0010718724195279885,-41.121524865,146.847628081
158,Queensland,QLD1,CQ,132,0,0.0009360704525003946,-23.8845655,151.2740445
159,New South Wales,NSW1,NCEN,132,0,0.003035052621700302,-33.786724675,151.13291284
160,Queensland,QLD1,SEQ,132,0,0.015211982875022638,-27.9044024999999,153.311482
161,New South Wales,NSW1,NCEN,132,0,0.0025664681858491045,-33.8824482869999,151.212041103
162,New South Wales,NSW1,NCEN,330,0,0.0015014302540491203,-33.209869,151.544785
163,New South Wales,NSW1,NCEN,132,0,0.003345312645279319,-33.9123253889999,151.194462962
164,New South Wales,NSW1,NCEN,132,0,0.000809175757217128,-33.727418524,151.199155099
165,Queensland,QLD1,SEQ,110,0,0.0019727035319480114,-27.717463972,153.322146215
166,New South Wales,NSW1,NCEN,330,0,0.0029184725108812766,-33.6556305,151.0301025
167,New South Wales,NSW1,NCEN,132,0,0.003342955611913465,-33.9066129039999,151.183085312
168,South Australia,SA1,NSA,275,0,0.001357661419021426,-34.4673800319999,138.754839061
169,Queensland,QLD1,SEQ,275,0,0.008445584619784221,-27.5370354999999,153.115188
170,Queensland,QLD1,CQ,132,0,0.0012517952000201114,-23.552451837,145.314186118
171,Queensland,QLD1,CQ,132,0,0.0019643233130357428,-23.55141198,145.312255011
172,Queensland,QLD1,SEQ,110,0,0.008278399252484464,-27.557618625,152.945134037
173,Queensland,QLD1,SEQ,275,0,0.0007120043493336148,-27.5771631179999,152.771641864
174,Queensland,QLD1,SEQ,275,0,0.0005376957959584294,-27.552941,152.9993215
175,Queensland,QLD1,SEQ,110,0,0.0005767087079303653,-27.6582579999999,152.8120075
176,New South Wales,NSW1,NCEN,132,0,0.0063844590617729464,-33.3293950529999,151.420808893
177,Queensland,QLD1,SEQ,110,0,0.003907277067845201,-28.0689711389999,153.377070195
178,Queensland,QLD1,CQ,275,0,0.0009214050694039246,-22.820716165,149.403959814
179,New South Wales,NSW1,NCEN,330,0,0.007244280022759021,-33.9326727609999,150.865773123
180,New South Wales,NSW1,NCEN,132,0,0.0015280399202057373,-33.883242233,150.596540611
181,New South Wales,NSW1,NCEN,132,0,0.012666821362488104,-33.850588498,150.957635498
182,New South Wales,NSW1,NCEN,132,0,0.005091936396571114,-33.7586704999999,150.839003
183,New South Wales,NSW1,NCEN,132,0,0.0046011772389227355,-33.724143711,150.940077943
184,New South Wales,NSW1,NCEN,132,0,0.004479852047775083,-33.74421609,150.949565422
185,New South Wales,NSW1,NCEN,132,0,0.0028061102492432538,-33.770737937,150.87802735
186,New South Wales,NSW1,NCEN,132,0,0.004835681383093949,-33.8144854999999,150.998996939
187,New South Wales,NSW1,NCEN,330,0,0.004493373976031826,-33.8347229199999,150.919146447
188,New South Wales,NSW1,NCEN,132,0,0.003727059009756941,-33.841977893,150.881374868
189,New South Wales,NSW1,NCEN,132,0,0.026252017356945608,-33.7545879579999,151.244131251
190,Tasmania,TAS1,TAS,110,0,0.0002260794401788095,-42.1251965,146.745081
191,Victoria,VIC1,MEL,500,0,0.013540362723194855,-37.929279559,145.227283119
192,Victoria,VIC1,MEL,220,0,0.03628267956026068,-37.7480699399999,145.170535798
193,Victoria,VIC1,MEL,220,0,0.06942591684749383,-37.8208346829999,145.215577224
194,Victoria,VIC1,MEL,220,1,0.0523178671289864,-37.693699091,145.009928981
195,Victoria,VIC1,MEL,500,0,0.03889749444992971,-37.6444821589999,145.078435612
196,Victoria,VIC1,MEL,220,0,0.021733483344948786,-37.940958253,145.236340595
197,Victoria,VIC1,MEL,220,0,0.04143843011921643,-37.9411279999999,145.078232
198,Victoria,VIC1,NVIC,220,0,0.0011607529464434244,-37.2237077789999,145.920919502
199,Victoria,VIC1,NVIC,220,0,0.001990917611337046,-37.2220053349999,145.921452358
200,Victoria,VIC1,MEL,220,0,0.037857920408642096,-37.928182168,145.146100668
201,Tasmania,TAS1,TAS,110,0,0.0009642365668274226,-41.777035,145.539544
202,Tasmania,TAS1,TAS,110,0,0.0009642365668274226,-41.9099255,145.5660745
203,New South Wales,NSW1,CAN,132,0,0.0001805239449468958,-36.294529639,148.50932506
204,New South Wales,NSW1,CAN,330,0,5.615011722209229e-05,-36.225549643,148.144270481
205,New South Wales,NSW1,CAN,132,0,5.615011722209229e-05,-36.301066443,148.312375514
206,New South Wales,NSW1,CAN,132,0,0.0001805239449468958,-36.349442908,148.4134294
207,New South Wales,NSW1,CAN,132,0,0.0012722025565004163,-36.4351496749999,148.633250107
208,New South Wales,NSW1,CAN,132,0,0.0001805239449468958,-36.3510485109999,148.411783984
209,New South Wales,NSW1,CAN,330,0,5.615011722209229e-05,-36.2467129999999,148.190095
210,New South Wales,NSW1,CAN,330,0,5.615011722209229e-05,-36.2423439999999,148.136247
211,New South Wales,NSW1,CAN,132,0,0.0001805239449468958,-36.414756309,148.598054436
212,New South Wales,NSW1,CAN,132,0,5.615011722209229e-05,-36.301769709,148.313807542
213,Victoria,VIC1,NVIC,220,0,0.016320344375672605,-36.342812807,145.414577352
214,New South Wales,NSW1,NCEN,500,0,0.002842954402383185,-33.9006505,150.8085335
215,New South Wales,NSW1,NCEN,500,0,0.0003459049843047424,-33.36388454,150.02611411
216,New South Wales,NSW1,NCEN,330,0,0.0003459049843047424,-33.358892232,150.031322308
217,New South Wales,NSW1,NCEN,132,0,0.003052234154393502,-33.802426673,150.926421782
218,New South Wales,NSW1,NCEN,132,0,0.0010368465722004913,-33.720141107,150.93635548
219,New South Wales,NSW1,NCEN,132,0,0.004699304259574876,-33.687470543,150.921484049
220,Queensland,QLD1,CQ,132,0,0.00038206814724184264,-23.5159659999999,150.321371
221,Queensland,QLD1,CQ,275,0,0.0012451259424690977,-23.5376484179999,150.486864569
222,Queensland,QLD1,CQ,275,0,0.00038206814724184264,-23.5157715,150.319888
223,Queensland,QLD1,CQ,132,0,0.00038206814724184264,-23.536133895,150.48695136
224,Queensland,QLD1,CQ,275,0,0.00038206814724184264,-23.50972,150.319466
225,Queensland,QLD1,CQ,275,0,0.00021819994992819177,-23.751348465,150.837806603
226,Queensland,QLD1,CQ,132,0,0.0006977928947615595,-23.530838057,150.244329072
227,Queensland,QLD1,CQ,132,0,0.0003157247475197168,-23.676661246,150.020067558
228,Queensland,QLD1,CQ,132,0,0.014577181292418298,-23.366187,150.5085245
229,Queensland,QLD1,SEQ,110,0,0.009642070374983361,-27.4507609999999,153.0476425
230,Queensland,QLD1,SEQ,275,0,0.0004669876988861637,-27.4474132779999,153.113192395
231,Queensland,QLD1,SEQ,110,0,0.0005304678571465978,-27.4660425,153.014017
232,Queensland,QLD1,SEQ,110,0,0.0033689976494982385,-27.640590808,152.851931794
233,Queensland,QLD1,SEQ,275,1,0.009173825643260356,-27.323552155,152.97009205
234,Tasmania,TAS1,TAS,110,0,0.02602277258772014,-42.950960161,147.272478251
235,Tasmania,TAS1,TAS,110,0,0.026950982024290235,-42.887385466,147.449646137
236,South Australia,SA1,NSA,220,0,0.006583313299292119,-34.237689175,140.596974295
237,South Australia,SA1,NSA,132,0,0.009160798015131043,-34.2698589999999,140.597989
238,South Australia,SA1,NSA,275,0,0.0009199004744100149,-33.8469019529999,138.40754342
239,South Australia,SA1,NSA,132,0,0.0027914423980659173,-33.1709799999999,138.007012
240,New South Wales,NSW1,NCEN,132,0,0.0007665675055640831,-32.2950665,150.876708
241,New South Wales,NSW1,NCEN,132,0,0.00022804740866023864,-32.245446,150.911306
242,New South Wales,NSW1,NCEN,330,0,0.002031798205477078,-32.222211,150.941673
243,New South Wales,NSW1,NCEN,330,0,0.00022804740866023864,-32.371240724,150.975038348
244,New South Wales,NSW1,NCEN,500,0,0.00022804740866023864,-32.39527,150.94913
245,New South Wales,NSW1,NCEN,330,0,0.00022804740866023864,-32.3712669999999,150.97757
246,New South Wales,NSW1,NCEN,500,0,0.00022804740866023864,-32.3994582029999,150.946098856
247,New South Wales,NSW1,NCEN,132,0,0.003393817910860845,-33.9044410239999,151.040745773
248,New South Wales,NSW1,NCEN,330,0,8.001508005136599e-06,-33.894159373,151.037001691
249,New South Wales,NSW1,NCEN,330,0,0.0003455534968729922,-33.915068053,151.187235489
250,New South Wales,NSW1,NCEN,132,0,0.004288498154784026,-33.888205962,151.042212711
251,New South Wales,NSW1,NCEN,132,0,0.005823609175087325,-33.8780114309999,151.271372227
252,New South Wales,NSW1,NCEN,132,0,0.016209690620142308,-33.968195663,151.1277393
253,New South Wales,NSW1,NCEN,132,0,0.004481619822799474,-33.879828446,151.212319426
254,New South Wales,NSW1,NCEN,330,0,0.0026843818813356525,-33.7258224999999,151.2082815
255,New South Wales,NSW1,NCEN,330,0,0.00021684706965858564,-33.0625973159999,151.51543096
256,New South Wales,NSW1,NCEN,132,0,0.003542166282790703,-33.8789595,151.0658015
257,New South Wales,NSW1,NNS,132,0,0.0022271484219568583,-30.7217019999999,152.9095575
258,New South Wales,NSW1,NNS,132,0,0.0008630463750656639,-30.6203339529999,152.958491051
259,Queensland,QLD1,CQ,275,0,0.0015948604117411041,-23.1291254069999,148.42818463
260,Queensland,QLD1,CQ,132,0,0.00023593309173361714,-23.587456,148.8262285
261,Queensland,QLD1,CQ,132,0,0.0015948604117411041,-23.1487544629999,148.391725664
262,Queensland,QLD1,CQ,132,0,0.00023593309173361714,-23.5366691959999,148.849896811
264,New South Wales,NSW1,NCEN,132,0,0.004188882481479767,-34.5231404859999,150.810304088
265,New South Wales,NSW1,NCEN,330,0,0.0014938629364008515,-34.5346319999999,150.781179
266,New South Wales,NSW1,NCEN,132,0,0.0019890880520055847,-34.4591599419999,150.860460928
267,New South Wales,NSW1,NCEN,132,0,0.0014312154706242006,-33.414351239,151.292811403
268,Tasmania,TAS1,TAS,110,0,0.002093875301821316,-41.350467,146.263167
269,Tasmania,TAS1,TAS,110,0,0.015692450047039598,-41.17918936,146.44485084
270,Tasmania,TAS1,TAS,110,0,0.0010718724195279885,-41.1297554619999,146.855619875
271,Victoria,VIC1,LVIC,220,0,0.00026383279186846986,-38.276921122,146.42448215
272,Victoria,VIC1,LVIC,500,0,0.0022764046574555033,-38.281172,146.4283415
273,Victoria,VIC1,LVIC,220,0,0.002136128492778136,-38.1741377289999,146.349913705
274,Victoria,VIC1,LVIC,220,0,0.0034839477768077234,-38.2731029999999,146.392263
275,Victoria,VIC1,LVIC,500,0,0.0009115167259582792,-38.25649684,146.573861699
276,Victoria,VIC1,LVIC,220,0,0.0067057705700342305,-38.177015,146.342783
277,Victoria,VIC1,LVIC,220,0,0.00026383279186846986,-38.25588465,146.414043061
278,Victoria,VIC1,LVIC,220,0,0.00026383279186846986,-38.25456,146.413722
279,Victoria,VIC1,LVIC,220,0,0.00026383279186846986,-38.275325,146.426296
280,Victoria,VIC1,LVIC,220,0,0.00026383279186846986,-38.274626,146.424923
281,New South Wales,NSW1,NCEN,132,0,0.003944278242578556,-33.732221866,151.000157082
282,Tasmania,TAS1,TAS,110,0,0.0056841132615543825,-40.718753213,144.69756189
283,Queensland,QLD1,SEQ,110,0,0.010987514521348073,-27.434323326,153.142951236
284,New South Wales,NSW1,NCEN,132,0,0.0054905231441758255,-33.807492264,151.009007331
286,New South Wales,NSW1,NCEN,330,0,0.008676301846903118,-33.9786544999999,151.012896
287,New South Wales,NSW1,NCEN,132,0,0.0038680158077544053,-33.8563485,151.074597
288,New South Wales,NSW1,NCEN,330,0,0.0031265737462086666,-33.8814173219999,151.202246784
289,New South Wales,NSW1,NCEN,132,0,0.0022951302264036,-33.411398,151.3298205
290,New South Wales,NSW1,NCEN,132,0,0.004391153160586359,-33.968943522,151.229126659
291,South Australia,SA1,NSA,132,0,0.0009199004744100149,-34.0878905,138.0914405
292,New South Wales,NSW1,NCEN,330,0,0.001027728574706266,-33.160745,151.543146
293,South Australia,SA1,NSA,132,0,0.016305897179226595,-34.548705959,138.761055455
294,South Australia,SA1,NSA,132,0,0.007373016997292026,-34.4918185559999,138.966403098
295,Tasmania,TAS1,TAS,110,0,0.006964958399956636,-43.1643989999999,146.945575
296,South Australia,SA1,NSA,132,0,0.0012605281580653526,-33.689488207,136.400578306
297,South Australia,SA1,NSA,132,0,0.0012605281580653526,-33.625360788,136.703705583
298,New South Wales,NSW1,NNS,132,0,0.008175618338240617,-28.2558963989999,153.472441306
299,Queensland,QLD1,SEQ,110,0,0.016343940944597308,-28.1026515,153.436329
300,New South Wales,NSW1,SWNSW,132,0,0.0015655663724778895,-34.4606461019999,147.550738103
301,Australian Capital Territory,NSW1,CAN,132,0,0.007867405212058263,-35.1723400389999,149.11669171
302,Victoria,VIC1,MEL,220,0,0.019770249211594076,-37.567381134,143.92185575
